element_type,osmid,highway,geometry,maxspeed,nodes,cycleway,lanes,lanes:backward,lanes:forward,name,smoothness,surface,centre_turn_lane,oneway,bridge,layer,lit,cycleway:both,turn:lanes:forward,turn:lanes:backward,destination,junction,lanes:both_ways,turn:lanes:both_ways,note:lanes,postal_code,turn:lanes,store,note,cycleway:right,alt_name,ref,bicycle,destination:ref,hov:lanes,surface:note,tiger:cfcc,tiger:county,tiger:name_base_1,tiger:reviewed,destination:lanes,motor_vehicle:lanes,junction:ref,maxspeed:advisory,source,postal_code:left,postal_code:right,cycleway:left,adot_name,hgv,hov,hov:conditional,motor_vehicle,motor_vehicle:conditional,name_1,destination:street,tiger:name_base,tiger:name_direction_prefix,tiger:name_type,sidewalk,cycleway:right:lane,name:en,name:es,noref,old_ref,tunnel,destination:ref:to,sidewalk:right:surface,shoulder,traffic_sign,check_date,access,oneway:bicycle,hov:minimum,ref:left,ref:right,horse,foot
way,402543824,secondary,"LINESTRING (-111.989109 33.3204339, -111.989226 33.3204339, -111.9894098 33.3204326, -111.9897704 33.3203997, -111.9903178 33.320297, -111.9908313 33.3201901, -111.9911971 33.3201099, -111.991364 33.3200784)",,"[41936195, 2090644938, 2090644936, 41936174, 2090644920, 41936170, 2090644894, 4346607309]",,3,,,East Ray Road,,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,A41,"Maricopa, AZ",,yes,,,,,,,,,,,,,,,,,Ray,E,Rd,,,,,,,,,,,,,,,,,,,
way,402543825,secondary,"LINESTRING (-111.984256 33.3198833, -111.984385 33.3198833, -111.9849641 33.3198833, -111.9856194 33.3198833, -111.9857263 33.3198869)",,"[41936240, 9863135879, 2090644853, 2090644855, 4346607299]",,3,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,402543826,secondary,"LINESTRING (-111.9861062 33.3197404, -111.9858639 33.3197253, -111.9856318 33.3197219, -111.9849744 33.3197288, -111.9847534 33.3197288)",,"[2090601061, 2090644809, 2090644807, 2090644811, 4346607292]",,3,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436782977,motorway,"LINESTRING (-111.9720961 33.317351, -111.9721034 33.3183746, -111.9721055 33.3185165)",65 mph,"[4346532259, 2123189058, 4346532267]",,4,,,Maricopa Freeway,,,,yes,,,,,,,,,,,left lane is hov,,|||merge_to_left,"Marshalls, 4729 E Ray Rd, Phoenix",Split road for bus routes.,,,I 10,no,,designated|yes|yes|yes,,,,,,,,,,"Yahoo,TIGER",,,,Phoenix-Casa Grande Highway,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436782978,motorway,"LINESTRING (-111.9720741 33.3138372, -111.972084 33.3149846, -111.9720816 33.3156719, -111.9720928 33.3168912, -111.9720961 33.317351)",65 mph,"[41242964, 2123189046, 2123189050, 1780440948, 4346532259]",,5,,,Maricopa Freeway,,,,yes,,,,,,,,,,,left lane is hov,,,"Marshalls, 4729 E Ray Rd, Phoenix",Split road for bus routes.,,,I 10,no,,designated|yes|yes|yes|yes,,,,,,,,,,"Yahoo,TIGER",,,,Phoenix-Casa Grande Highway,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436782979,secondary,"LINESTRING (-111.9731861 33.3197722, -111.9727611 33.3197726)",,"[4346532275, 2090644830]",,5,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left|left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436782980,secondary,"LINESTRING (-111.9727612 33.32, -111.9733379 33.319995, -111.973519 33.3199951)",,"[316737127, 8935254828, 41231518]",,5,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left|left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436783094,secondary,"LINESTRING (-111.971324 33.320005, -111.9715967 33.3200027)",45 mph,"[41242966, 4346532298]",,3,,,West Ray Road,good,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436783115,secondary,"LINESTRING (-111.9715967 33.3200027, -111.9717908 33.3200032)",45 mph,"[4346532298, 316737145]",,5,,,West Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left|left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436783123,secondary,"LINESTRING (-111.9717907 33.3197774, -111.9713 33.3197797)",45 mph,"[2139420451, 2139420452]",,5,,,West Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left|left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436794984,secondary,"LINESTRING (-111.9751142 33.3199571, -111.9753583 33.3199526)",,"[4346607308, 4346607307]",,5,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left|left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436794985,secondary,"LINESTRING (-111.9820672 33.3199035, -111.9825208 33.3199011)",,"[4346607301, 2090644862]",,5,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left||||right,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436794987,secondary,"LINESTRING (-111.9792837 33.3199333, -111.9793568 33.3199323)",,"[4346607305, 4346607304]",,4,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,|||right,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436794988,secondary,"LINESTRING (-111.9776489 33.31995, -111.9781198 33.3199482)",,"[4346607306, 2303399436]",,5,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left||||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436794989,secondary,"LINESTRING (-111.9830952 33.3197341, -111.9829563 33.3197351)",,"[4346607293, 4346607294]",,4,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,|||right,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436794990,secondary,"LINESTRING (-111.986068 33.3199053, -111.9862025 33.3199178)",,"[41936220, 2305111483]",,4,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,|||right,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436794991,secondary,"LINESTRING (-111.9829563 33.3197351, -111.982519 33.319738)",,"[4346607294, 2090644814]",,5,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left||||right,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436794992,secondary,"LINESTRING (-111.973477 33.3197697, -111.9731861 33.3197722)",,"[7237991787, 4346532275]",,5,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left|left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436794993,secondary,"LINESTRING (-111.9748591 33.3197827, -111.9747633 33.3197812, -111.974478 33.3197767)",,"[2090644832, 7237991720, 4346607297]",,4,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,|||right,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436794994,secondary,"LINESTRING (-111.9862002 33.3197502, -111.9861062 33.3197404)",,"[2305111481, 2090601061]",,3,,,East Ray Road,,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,A41,"Maricopa, AZ",,yes,,,,,,,,,,,,,,,,,Ray,E,Rd,,,,,,,,,,,,,,,,,,,
way,436794995,secondary,"LINESTRING (-111.982519 33.319738, -111.981581 33.3197493)",,"[2090644814, 4346607295]",,3,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436794996,secondary,"LINESTRING (-111.9819954 33.3199039, -111.9820672 33.3199035)",,"[4346607302, 4346607301]",,4,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,|||right,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436794997,secondary,"LINESTRING (-111.9825208 33.3199011, -111.9834227 33.3198942, -111.9836354 33.3198926, -111.9837309 33.3198908)",,"[2090644862, 9861613967, 2090644858, 4346607300]",,3,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436794998,secondary,"LINESTRING (-111.9781173 33.3197712, -111.9770309 33.3197776)",,"[2303399423, 2303399427]",,3,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436794999,secondary,"LINESTRING (-111.9837309 33.3198908, -111.984137 33.319885, -111.984256 33.3198833)",,"[4346607300, 9863135887, 41936240]",,4,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795000,secondary,"LINESTRING (-111.9847534 33.3197288, -111.9843828 33.3197273, -111.984253 33.319727)",,"[4346607292, 9863135878, 2090644812]",,4,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795001,secondary,"LINESTRING (-111.9873075 33.3200973, -111.9873731 33.3201113, -111.9877215 33.3201913)",,"[4346607310, 41936214, 2305211942]",,4,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795002,secondary,"LINESTRING (-111.9768208 33.3197788, -111.9763015 33.3197818, -111.976147 33.3197826)",,"[4346607298, 9863135975, 2090644834]",,4,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795003,secondary,"LINESTRING (-111.9785314 33.3197682, -111.9782731 33.3197703, -111.9781173 33.3197712)",,"[4346607296, 2090644825, 2303399423]",,5,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left||||right,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795004,secondary,"LINESTRING (-111.9867946 33.3198249, -111.9864227 33.3197734, -111.9862002 33.3197502)",,"[2090644838, 2090644829, 2305111481]",,4,,,East Ray Road,,asphalt,,yes,,,,,,,,,,,,,left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,A41,"Maricopa, AZ",,yes,,,,,,,,,,,,,,,,,Ray,E,Rd,,,,,,,,,,,,,,,,,,,
way,436795005,secondary,"LINESTRING (-111.9857263 33.3198869, -111.9858721 33.3198918, -111.986068 33.3199053)",,"[4346607299, 2090644857, 41936220]",,4,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,|||right,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795006,secondary,"LINESTRING (-111.9793568 33.3199323, -111.9802429 33.3199186, -111.980457 33.3199153)",,"[4346607304, 9863113300, 41936243]",,5,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left||||right,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795007,secondary,"LINESTRING (-111.9881998 33.3201301, -111.9879409 33.3200738, -111.987784 33.3200401)",,"[4346607312, 2090644892, 2305211924]",,4,,,East Ray Road,,asphalt,,yes,,,,,,,,,,,,,left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,A41,"Maricopa, AZ",,yes,,,,,,,,,,,,,,,,,Ray,E,Rd,,,,,,,,,,,,,,,,,,,
way,436795008,secondary,"LINESTRING (-111.980457 33.3199153, -111.9806527 33.3199132, -111.981102 33.3199087, -111.9819279 33.3199043, -111.9819954 33.3199039)",,"[41936243, 9863113298, 9861613987, 2303399430, 4346607302]",,3,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795009,secondary,"LINESTRING (-111.981581 33.3197493, -111.981385 33.3197517, -111.9806493 33.3197564, -111.980452 33.3197577)",,"[4346607295, 2303399418, 9863113299, 2090644816]",,4,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795010,secondary,"LINESTRING (-111.976147 33.3197826, -111.9760136 33.3197822, -111.9755288 33.3197844, -111.9748591 33.3197827)",,"[2090644834, 9863135974, 2090644836, 2090644832]",,3,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795011,secondary,"LINESTRING (-111.9753583 33.3199526, -111.9760164 33.3199544, -111.976149 33.3199547)",,"[4346607307, 9863135973, 41936247]",,6,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,left|left||||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795012,secondary,"LINESTRING (-111.980452 33.3197577, -111.9802406 33.3197575, -111.97992 33.3197572, -111.9796548 33.3197595)",,"[2090644816, 9863113301, 9861613955, 5160726777]",,3,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795013,secondary,"LINESTRING (-111.9930426 33.3199118, -111.9926947 33.3198627, -111.9923599 33.3198368, -111.992191 33.3198324)",,"[4346607303, 2090644846, 2090644840, 2090601065]",,4,,,East Ray Road,,asphalt,,yes,,,,,,,,,,,,,left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,lane,,,,,,,A41,"Maricopa, AZ",,yes,,,,,,,,,,,,,,,,,Ray,E,Rd,,,,,,,,,,,,,,,,,,,
way,436795014,secondary,"LINESTRING (-111.992192 33.3199896, -111.9923589 33.3199913, -111.9923701 33.3199914, -111.9927009 33.3200137, -111.9933352 33.3200993, -111.993518 33.3201227)",,"[41752803, 7237991757, 2090644886, 2090644889, 41936158, 4346607311]",,3,,,East Ray Road,,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,lane,,,,,,,A41,"Maricopa, AZ",,yes,,,,,,,,,,,,,,,,,Ray,E,Rd,,,,,,,,,,,,,,,,,,,
way,436795015,secondary,"LINESTRING (-111.9781198 33.3199482, -111.9782948 33.3199475, -111.9789757 33.3199378, -111.9792654 33.3199336, -111.9792837 33.3199333)",,"[2303399436, 2090644877, 2305211919, 2305211918, 4346607305]",,4,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795016,secondary,"LINESTRING (-111.976149 33.3199547, -111.9763004 33.3199545, -111.976652 33.3199539, -111.9768363 33.3199532, -111.9770358 33.3199524, -111.9776489 33.31995)",,"[41936247, 9863135976, 9861613892, 2305211921, 2305211920, 4346607306]",,3,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795017,secondary,"LINESTRING (-111.991364 33.3200784, -111.9915938 33.3200351, -111.9918935 33.3199983, -111.9920259 33.3199966, -111.992192 33.3199896)",,"[4346607309, 41936165, 2090644888, 2090644887, 41752803]",,4,,,East Ray Road,,asphalt,,yes,,,,,,,,,,,,,left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,A41,"Maricopa, AZ",,yes,,,,,,,,,,,,,,,,,Ray,E,Rd,,,,,,,,,,,,,,,,,,,
way,436795018,secondary,"LINESTRING (-111.9837391 33.3197326, -111.9836107 33.3197346, -111.9833371 33.3197325)",,"[5160727193, 2090644813, 2303399415]",,4,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,|||right,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795019,secondary,"LINESTRING (-111.9900404 33.3201845, -111.9897473 33.3202419, -111.9894251 33.3202697, -111.9892262 33.320276, -111.989119 33.3202809)",,"[4346607313, 2090601073, 4298880391, 2090644913, 2090601075]",,4,,,East Ray Road,,asphalt,,yes,,,,,,,,,,,,,left|||,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,A41,"Maricopa, AZ",,yes,,,,,,,,,,,,,,,,,Ray,E,Rd,,,,,,,,,,,,,,,,,,,
way,436795020,secondary,"LINESTRING (-111.9877215 33.3201913, -111.9879204 33.3202369, -111.9884265 33.3203495, -111.9887359 33.3204017, -111.988993 33.3204242, -111.989109 33.3204339)",,"[2305211942, 2090644902, 2090601078, 2090644927, 2090644931, 41936195]",,3,,,East Ray Road,good,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795021,secondary,"LINESTRING (-111.989119 33.3202809, -111.9890215 33.3202707, -111.9889076 33.3202583, -111.9887524 33.3202386, -111.9884363 33.3201815, -111.9881998 33.3201301)",,"[2090601075, 7237991760, 2305211947, 2090644906, 2090601071, 4346607312]",,3,,,East Ray Road,,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,A41,"Maricopa, AZ",,yes,,,,,,,,,,,,,,,,,Ray,E,Rd,,,,,,,,,,,,,,,,,,,
way,436795022,secondary,"LINESTRING (-111.992191 33.3198324, -111.992033 33.3198386, -111.9918779 33.3198446, -111.991665 33.3198674, -111.9915465 33.3198834, -111.991492 33.3198936, -111.9911622 33.3199554, -111.9907457 33.3200423, -111.9902726 33.320139, -111.9900404 33.3201845)",,"[2090601065, 2090644842, 2090644844, 10258655759, 2090601066, 2305211916, 2090644881, 2090601070, 2090644896, 4346607313]",,3,,,East Ray Road,,asphalt,,yes,,,,,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,yes,,,,A41,"Maricopa, AZ",,yes,,,,,,,,,,,,,,,,,Ray,E,Rd,,,,,,,,,,,,,,,,,,,
way,436795023,secondary,"LINESTRING (-111.9804488 33.3187729, -111.9804478 33.3184941)",,"[2303399126, 4346607288]",,6,4,2,South 48th Street,good,asphalt,,no,,,,lane,,left|||right,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795025,secondary,"LINESTRING (-111.980452 33.3197577, -111.9804514 33.3196572, -111.9804504 33.3193996)",,"[2090644816, 9863135977, 4346607291]",,6,4,2,South 48th Street,good,asphalt,,no,,,,lane,,left|||right,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795027,secondary,"LINESTRING (-111.9804492 33.3191244, -111.9804489 33.3191118, -111.9804479 33.3188476)",,"[4346607290, 9863135896, 4346607289]",,8,4,4,South 48th Street,good,asphalt,,no,,,,lane,left|||right,left|||,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795029,secondary,"LINESTRING (-111.9803952 33.3099508, -111.9803925 33.3094829)",,"[2140213955, 4346607283]",,6,3,2,South 48th Street,good,asphalt,,no,,,,lane,,||right,,,1,left,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795030,secondary,"LINESTRING (-111.9804479 33.3188476, -111.9804488 33.3187729)",,"[4346607289, 2303399126]",,8,4,4,South 48th Street,good,asphalt,,no,,,,lane,left|||right,left|||,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795031,secondary,"LINESTRING (-111.980446 33.3179871, -111.9804449 33.3176474)",,"[2303399087, 4346607286]",,5,3,2,South 48th Street,good,asphalt,,no,,,,lane,,left||,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795032,secondary,"LINESTRING (-111.980457 33.3199153, -111.980452 33.3197577)",,"[41936243, 2090644816]",,5,3,2,South 48th Street,good,asphalt,,no,,,,lane,,left||,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795034,secondary,"LINESTRING (-111.9799777 33.3215643, -111.980011 33.3215065)",,"[4346607317, 4346607316]",,5,2,3,South 48th Street,good,asphalt,,no,,,,lane,||right,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795035,secondary,"LINESTRING (-111.9804476 33.3184414, -111.9804472 33.3183381)",,"[4346607287, 4355929063]",,6,3,3,South 48th Street,good,asphalt,,no,,,,lane,||right,||right,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795037,secondary,"LINESTRING (-111.9804504 33.3193996, -111.9804492 33.3191244)",,"[4346607291, 4346607290]",,7,4,3,South 48th Street,good,asphalt,,no,,,,lane,||right,left|||right,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795038,secondary,"LINESTRING (-111.9804478 33.3184941, -111.9804476 33.3184414)",,"[4346607288, 4346607287]",,6,3,3,South 48th Street,good,asphalt,,no,,,,lane,,||right,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795039,secondary,"LINESTRING (-111.980413 33.3125513, -111.9804127 33.3124399, -111.98041 33.312154, -111.9804093 33.3120001)",40 mph,"[42408529, 2121909314, 9863160882, 4346607284]",,5,3,2,South 48th Street,good,asphalt,,no,,,,lane,,left||,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795040,secondary,"LINESTRING (-111.9804158 33.3131444, -111.9804145 33.3126598, -111.980413 33.3125513)",40 mph,"[4346607285, 2121909335, 42408529]",,5,2,3,South 48th Street,good,asphalt,,no,,,,lane,left||,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795042,secondary,"LINESTRING (-111.9801839 33.3211846, -111.980244 33.3210627, -111.9803168 33.3208724)",,"[2303400092, 42541562, 4346607315]",,5,3,2,South 48th Street,good,asphalt,,no,,,,lane,,left||,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795043,secondary,"LINESTRING (-111.9803168 33.3208724, -111.980338 33.3208151, -111.9803576 33.3207537, -111.9803738 33.320706)",,"[4346607315, 9861613857, 2090644941, 4346607314]",,5,,,South 48th Street,good,asphalt,,no,,,,lane,,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795044,secondary,"LINESTRING (-111.980011 33.3215065, -111.9801101 33.3213345, -111.9801839 33.3211846)",,"[4346607316, 2090644943, 2303400092]",,6,2,4,South 48th Street,good,asphalt,,no,,,,lane,left|||right,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436795045,secondary,"LINESTRING (-111.9803738 33.320706, -111.9804045 33.3205881, -111.9804367 33.3204573, -111.9804416 33.3204105, -111.9804527 33.3203031, -111.9804569 33.3201931, -111.9804591 33.3200882, -111.9804577 33.3200098, -111.980457 33.3199153)",,"[4346607314, 9861613856, 2090644940, 9861613853, 9861613855, 2090644897, 9861613854, 9863113302, 41936243]",,6,2,4,South 48th Street,good,asphalt,,no,,,,lane,left|||right,,,,,,,,,"Marshalls, 4729 E Ray Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
